#{"t_start": 1759645638.4194515, "env_id": "None"}
r,l,t
-1.0,1,0.055508
-1.0,1,0.171257
-1.0,1,0.254493
-0.8191866496960201,1,0.320194
-0.724859512736774,1,0.394258
-0.5769024273663426,1,0.46557
-0.724859512736774,1,0.538014
-0.5461645770677092,1,0.611884
-0.48327519662862173,1,0.688724
-0.5769024273663426,1,0.743542
-0.6667156712946645,1,0.798689
-0.6667156712946645,1,0.851354
-0.6272137140340468,1,0.914591
-0.5985987269336951,1,0.966757
-0.3700216929688139,1,1.024462
-0.4181732123974292,1,1.079113
-0.6272137140340468,1,1.13785
-0.5769024273663426,1,1.19452
-0.48327519662862173,1,1.253348
-0.4181732123974292,1,1.309167
-0.3846298891330725,1,1.363415
-0.4591460894878775,1,1.415375
-0.48327519662862173,1,1.469496
-0.4991879222741191,1,1.524666
-0.3503066235459914,1,2.840845
-0.4991879222741191,1,2.900431
-0.3503066235459914,1,2.951521
-0.24124514129165803,1,3.006799
-0.3503066235459914,1,3.062265
-0.3618411141037006,1,3.133164
-0.4181732123974292,1,3.191203
-0.44450978634989513,1,3.288389
-0.4181732123974292,1,3.347432
-0.44450978634989513,1,3.409273
-0.48327519662862173,1,3.468555
-0.5212472450997204,1,3.519852
-0.3503066235459914,1,3.590862
-0.34034079305913384,1,3.647628
-0.3503066235459914,1,3.701629
-0.34034079305913384,1,3.756511
-0.3328164107011781,1,3.818206
-0.4556723923847136,1,3.871994
-0.4417077771445261,1,3.936267
-0.39729453640553747,1,3.986664
-0.3618411141037006,1,4.03355
-0.39729453640553747,1,4.080027
-0.3328164107011781,1,4.124635
-0.27880263402099836,1,4.167751
-0.3846298891330725,1,4.218142
-0.3328164107011781,1,4.272376
-0.3425619128564722,1,4.318342
-0.28798272407190045,1,4.359408
-0.32017608411302473,1,4.409271
-0.28798272407190045,1,4.461276
-0.3700216929688139,1,4.53281
-0.30556888673876903,1,4.57616
-0.25482228882126856,1,4.631926
-0.2503179525788748,1,4.677169
-0.26228397365733985,1,4.719801
-0.24124514129165803,1,4.768917
-0.32017608411302473,1,4.818158
-0.3618411141037006,1,4.865636
-0.3503066235459914,1,4.913027
-0.3990951520637301,1,4.969635
-0.27880263402099836,1,5.020813
-0.3269334205290107,1,5.069926
-0.3425619128564722,1,5.116873
-0.3269334205290107,1,5.167549
-0.27880263402099836,1,5.235816
-0.3328164107011781,1,5.323085
-0.4181732123974292,1,5.36943
-0.27880263402099836,1,5.413646
-0.30311683097797204,1,5.466933
-0.27880263402099836,1,5.517208
-0.27880263402099836,1,5.560044
-0.39729453640553747,1,5.633087
-0.4991879222741191,1,5.700432
-0.39729453640553747,1,5.754581
-0.4181732123974292,1,5.820494
-0.5104736662305263,1,5.873945
-0.4991879222741191,1,5.949218
-0.3328164107011781,1,6.028885
-0.27880263402099836,1,6.076186
-0.3761263467686034,1,6.118899
-0.2944934971549868,1,6.161219
-0.3328164107011781,1,6.212159
-0.2944934971549868,1,6.263832
-0.34888748945853854,1,6.312638
-0.2944934971549868,1,6.365407
-0.28798272407190045,1,6.410735
-0.3328164107011781,1,6.452877
-0.3328164107011781,1,6.495234
-0.4417077771445261,1,6.541051
-0.6519756702804735,1,6.591335
-0.6072198814367978,1,6.646721
-0.5951412287779491,1,6.697042
-0.6072198814367978,1,6.746228
-0.4725907666757357,1,6.80132
-0.48327519662862173,1,6.870245
-0.30311683097797204,1,6.921407
-0.3503066235459914,1,6.975602
-0.4181732123974292,1,7.019138
-0.3503066235459914,1,7.07795
-0.44450978634989513,1,7.132929
-0.5461645770677092,1,7.188881
-0.5951412287779491,1,7.237501
