#{"t_start": 1758895281.5464187, "env_id": "None"}
r,l,t
-1.0,1,0.091664
-1.0,1,0.236053
-1.0,1,0.310355
-1.0,1,0.358791
-0.8422983432739857,1,0.404307
-0.6424804774270401,1,0.472212
-0.5207600099034174,1,0.513103
-0.35553410236850186,1,0.551519
-0.4661087704978553,1,0.576065
-0.45042240199856287,1,0.585804
-0.3075130988090349,1,0.594948
-0.3936584440836529,1,0.606147
-0.35553410236850186,1,0.616162
-0.28679255545526133,1,0.629637
-0.23456197452549263,1,0.642333
-0.20685653341313992,1,0.657682
-0.19757116253789728,1,0.674662
-0.22637536081094042,1,0.687853
-0.12980126866527975,1,0.699378
-0.16014052438122356,1,0.711104
-0.15594980537188471,1,0.720639
-0.14122542155212847,1,0.730152
-0.23456197452549263,1,0.742872
-0.31353995921494837,1,0.75147
-0.23456197452549263,1,0.760221
-0.31353995921494837,1,0.769995
-0.19757116253789728,1,0.779289
-0.23915908691672272,1,0.790565
-0.19757116253789728,1,0.798693
-0.22842371983130924,1,0.808857
-0.19757116253789728,1,0.824325
-0.31353995921494837,1,0.838114
-0.2044517573898668,1,0.850862
-0.22637536081094042,1,0.867357
-0.3075130988090349,1,0.878869
-0.22842371983130924,1,0.88904
-0.16014052438122356,1,0.901088
-0.14122542155212847,1,0.910913
-0.10933139355162663,1,0.921423
-0.21981278266648344,1,0.933964
-0.2590177736618995,1,0.944021
-0.2711909879146074,1,0.954379
-0.32196547705471795,1,0.963686
-0.2784784944652248,1,0.971871
-0.3075130988090349,1,0.984392
-0.2711909879146074,1,0.993245
-0.16014052438122356,1,1.002608
-0.2711909879146074,1,1.014998
-0.3075130988090349,1,1.025769
-0.2427308079405328,1,1.039598
-0.2590177736618995,1,1.04971
-0.18514794267042364,1,1.06023
-0.1676667450195734,1,1.070695
-0.20685653341313992,1,1.079791
-0.12640449794697636,1,1.095401
-0.21981278266648344,1,1.115346
-0.2427308079405328,1,1.12774
-0.21981278266648344,1,1.137608
-0.21981278266648344,1,1.148955
-0.2784784944652248,1,1.161448
-0.21981278266648344,1,1.170576
-0.2711909879146074,1,1.18185
-0.16014052438122356,1,1.192759
-0.202880340222155,1,1.201419
-0.16014052438122356,1,1.210828
-0.18514794267042364,1,1.222531
-0.20994583200024086,1,1.232492
-0.16014052438122356,1,1.242278
-0.20994583200024086,1,1.250958
-0.3363775046578459,1,1.268162
-0.2881767605015656,1,1.277786
-0.38224636154839015,1,1.28685
-0.2881767605015656,1,1.295401
-0.21981278266648344,1,1.306296
-0.3075130988090349,1,1.317677
-0.2784784944652248,1,1.326779
-0.2711909879146074,1,1.339256
-0.3363775046578459,1,1.351074
-0.2590177736618995,1,1.363848
-0.2784784944652248,1,1.37871
-0.20994583200024086,1,1.394109
-0.2711909879146074,1,1.411343
-0.16571756332504103,1,1.422865
-0.18514794267042364,1,1.433522
-0.16014052438122356,1,1.445189
-0.16014052438122356,1,1.454498
-0.16571756332504103,1,1.463767
-0.21981278266648344,1,1.476319
-0.2711909879146074,1,1.485161
-0.14122542155212847,1,1.494035
-0.2590177736618995,1,1.506068
-0.14122542155212847,1,1.516239
-0.2590177736618995,1,1.527439
-0.245061589833413,1,1.536453
-0.2590177736618995,1,1.554439
-0.16014052438122356,1,1.564492
-0.16014052438122356,1,1.574169
-0.245061589833413,1,1.582806
-0.19757116253789728,1,1.595867
-0.2711909879146074,1,1.60613
-0.2590177736618995,1,1.615226
-0.18514794267042364,1,1.624096
-0.2881767605015656,1,1.645789
-0.29946578540239277,1,1.656037
-0.3075130988090349,1,1.666348
-0.35553410236850186,1,1.683
-0.35553410236850186,1,1.693378
-0.2711909879146074,1,1.702854
-0.3075130988090349,1,1.715386
-0.3345781397876577,1,1.730622
-0.3075130988090349,1,1.743865
-0.2711909879146074,1,1.768245
-0.4220999663688672,1,1.7842
-0.4617199525913289,1,1.796657
-0.32196547705471795,1,1.817009
-0.35553410236850186,1,1.827906
-0.21981278266648344,1,1.840375
-0.3017203772142007,1,1.85618
-0.2881767605015656,1,1.865919
-0.29946578540239277,1,1.882643
-0.2881767605015656,1,1.897928
-0.2427308079405328,1,1.908659
-0.2590177736618995,1,1.921661
-0.21981278266648344,1,1.945026
-0.20994583200024086,1,1.957906
-0.3363775046578459,1,1.969633
-0.2590177736618995,1,1.984974
-0.3363775046578459,1,1.99526
-0.2711909879146074,1,2.008434
-0.22842371983130924,1,2.021897
-0.1676667450195734,1,2.03357
-0.20685653341313992,1,2.043206
-0.23456197452549263,1,2.060084
-0.18514794267042364,1,2.069771
-0.21981278266648344,1,2.078868
-0.2711909879146074,1,2.093157
-0.4661087704978553,1,2.104943
-0.4386352935849928,1,2.115301
-0.21981278266648344,1,2.128204
-0.2784784944652248,1,2.147038
-0.11446970687829565,1,2.157986
-0.22842371983130924,1,2.175539
-0.20994583200024086,1,2.188441
-0.2427308079405328,1,2.198857
-0.3075130988090349,1,2.214745
-0.2711909879146074,1,2.22795
-0.3075130988090349,1,2.243034
