#{"t_start": 1758238318.5289283, "env_id": "None"}
r,l,t
-1.0,1,0.109818
-1.0,1,0.397251
-1.0,1,0.539105
-1.0,1,0.696973
-0.6666666666666666,1,0.840707
-0.7777777777777778,1,0.972694
-0.6666666666666666,1,1.086656
-0.625,1,1.185798
-0.4,1,1.294005
-0.5,1,1.37969
-0.6,1,1.464705
-0.36,1,1.551693
-0.3333333333333333,1,1.645707
-0.3142857142857143,1,1.73541
-0.2857142857142857,1,1.824291
-0.16666666666666666,1,1.905735
-0.21428571428571427,1,1.992676
-0.1875,1,2.071875
-0.21428571428571427,1,2.180298
-0.22448979591836735,1,2.270179
-0.19047619047619047,1,2.356904
-0.3333333333333333,1,2.461303
-0.23809523809523808,1,2.547371
-0.22448979591836735,1,2.639493
-0.21428571428571427,1,2.76162
-0.20634920634920634,1,2.85122
-0.17142857142857143,1,2.946149
-0.16883116883116883,1,3.026961
-0.11904761904761904,1,3.117092
-0.1111111111111111,1,3.201213
-0.11904761904761904,1,3.287861
-0.10416666666666667,1,3.3773
-0.12962962962962962,1,3.460442
-0.1111111111111111,1,3.553534
-0.09259259259259259,1,3.639103
-0.1111111111111111,1,3.721248
-0.09259259259259259,1,3.814377
-0.1111111111111111,1,3.916819
-0.13636363636363635,1,4.00406
-0.14285714285714285,1,4.090016
-0.14285714285714285,1,4.198834
-0.15,1,4.300189
-0.11363636363636363,1,4.399701
-0.1111111111111111,1,4.493746
-0.1111111111111111,1,4.589084
-0.1,1,4.689739
-0.17142857142857143,1,4.78615
-0.16883116883116883,1,4.91454
-0.16666666666666666,1,5.003921
-0.125,1,5.094285
-0.12962962962962962,1,5.21083
-0.08333333333333333,1,5.344536
-0.07575757575757576,1,5.447566
-0.09090909090909091,1,5.575473
-0.06060606060606061,1,5.676373
-0.06944444444444445,1,5.781207
-0.10606060606060606,1,5.934429
-0.03333333333333333,1,6.075361
-0.1111111111111111,1,6.191814
-0.10416666666666667,1,6.296
-0.1346153846153846,1,6.38486
-0.05982905982905983,1,6.473937
-0.07692307692307693,1,6.562093
-0.09401709401709402,1,6.676517
-0.1111111111111111,1,6.76316
-0.09401709401709402,1,6.863554
-0.11538461538461539,1,6.957924
-0.07142857142857142,1,7.071793
-0.11538461538461539,1,7.185229
-0.07692307692307693,1,7.269583
-0.09523809523809523,1,7.362363
-0.08148148148148149,1,7.463675
-0.08,1,7.56674
-0.08571428571428572,1,7.657905
-0.06493506493506493,1,7.749301
-0.09090909090909091,1,7.862287
-0.06493506493506493,1,7.966987
-0.05714285714285714,1,8.067502
-0.06153846153846154,1,8.174163
-0.09401709401709402,1,8.264825
-0.12307692307692308,1,8.364335
-0.1,1,8.449221
-0.07575757575757576,1,8.531655
-0.06293706293706294,1,8.616528
-0.07575757575757576,1,8.698939
-0.06666666666666667,1,8.81422
-0.1076923076923077,1,8.908788
-0.08571428571428572,1,9.063286
-0.07692307692307693,1,9.17763
-0.08571428571428572,1,9.276258
-0.031746031746031744,1,9.366453
-0.07692307692307693,1,9.448198
-0.1076923076923077,1,9.546443
-0.04895104895104895,1,9.635748
-0.07792207792207792,1,9.725095
-0.04895104895104895,1,9.834628
-0.07792207792207792,1,9.947017
-0.07692307692307693,1,10.069007
-0.06060606060606061,1,10.149052
-0.0743801652892562,1,10.232246
-0.05454545454545454,1,10.32119
-0.08,1,10.418771
-0.10909090909090909,1,10.536532
-0.08333333333333333,1,10.637509
-0.09090909090909091,1,10.718393
-0.1048951048951049,1,10.814976
-0.06153846153846154,1,10.899319
-0.1048951048951049,1,10.980818
-0.07692307692307693,1,11.083058
-0.08333333333333333,1,11.171886
-0.07575757575757576,1,11.274869
-0.07692307692307693,1,11.379192
-0.05128205128205128,1,11.536052
-0.09090909090909091,1,11.661705
-0.07792207792207792,1,11.772075
-0.04285714285714286,1,11.794237
-0.05333333333333334,1,11.820428
