#{"t_start": 1748183726.3099203, "env_id": "None"}
r,l,t
-2.083333,5,3.057656
-2.083333,5,3.059559
-2.083333,5,3.061864
-2.083333,5,3.063844
-2.083333,5,3.065928
-2.083333,5,3.087201
-2.083333,5,3.089659
-2.083333,5,3.091702
-2.083333,5,3.093951
-2.083333,5,3.096112
-2.083333,5,3.098045
-2.083333,5,3.099926
-2.083333,5,3.101778
-2.083333,5,3.10383
-2.083333,5,3.105595
-2.083333,5,3.107449
-2.083333,5,3.109414
-2.083333,5,3.111147
-2.083333,5,3.130014
-2.083333,5,3.132057
-2.083333,5,3.134012
-2.083333,5,3.136064
-2.083333,5,3.137996
-2.083333,5,3.13991
-2.083333,5,3.14187
-2.083333,5,3.143891
-2.083333,5,3.145656
-2.083333,5,3.147808
-2.083333,5,3.149575
-2.083333,5,3.151577
-2.083333,5,3.175496
-2.083333,5,3.178576
-2.083333,5,3.22401
-2.083333,5,3.225852
-2.083333,5,3.228016
-2.083333,5,3.2313
-2.083333,5,3.233047
-2.083333,5,3.235614
-2.083333,5,3.238029
-2.083333,5,3.239811
-2.083333,5,3.241633
-2.083333,5,3.243457
-2.083333,5,3.245595
-2.083333,5,3.255506
-2.083333,5,3.257954
-2.083333,5,3.261736
-2.083333,5,3.264292
-2.083333,5,3.266395
-2.083333,5,3.268461
-2.083333,5,3.270481
-2.083333,5,3.272439
-2.083333,5,3.274354
-2.083333,5,3.27616
-2.083333,5,3.278339
-3.083333,9,3.281545
-2.083333,5,3.30493
-2.083333,5,3.308153
-2.083333,5,3.310369
-2.083333,5,3.312261
-2.083333,5,3.314295
-2.083333,5,3.316598
-2.083333,5,3.31883
-2.083333,5,3.321061
-2.083333,5,3.323032
-2.583333,5,3.325029
-2.583333,5,3.32716
-2.083333,5,3.329805
-3.444444,11,3.34146
-2.083333,5,3.343444
-2.083333,5,3.3455
-2.083333,5,3.347521
-2.083333,5,3.349835
-2.083333,5,3.352189
-2.083333,5,3.354522
-2.083333,5,3.357186
-2.083333,5,3.359187
-2.083333,5,3.361402
-2.083333,5,3.363629
-2.083333,5,3.365947
-2.083333,5,3.368447
-2.083333,5,3.382941
-2.083333,5,3.385303
-2.083333,5,3.38738
-2.083333,5,3.389589
-2.083333,5,3.391577
-2.083333,5,3.393895
-2.083333,5,3.39577
-2.083333,5,3.398679
-2.083333,5,3.401187
-2.083333,5,3.403288
-2.083333,5,3.405327
-2.083333,5,3.407209
-2.083333,5,3.417037
-2.083333,5,3.420413
-2.083333,5,3.422594
-2.083333,5,3.42482
-2.083333,5,3.427282
-2.083333,5,3.429635
-2.083333,5,3.431667
-2.083333,5,3.434088
-2.083333,5,3.436049
-2.083333,5,3.437888
-2.083333,5,3.440128
-2.083333,5,3.442099
-2.083333,5,3.444259
-2.083333,5,3.461283
-2.083333,5,3.463756
-2.083333,5,3.465622
-2.083333,5,3.467723
-2.083333,5,3.469688
-2.083333,5,3.471774
-2.083333,5,3.473668
-2.083333,5,3.475805
-2.083333,5,3.478043
-2.083333,5,3.479967
-4.583333,9,3.482761
-2.083333,5,3.484582
-2.083333,5,3.493199
-2.083333,5,3.497808
-2.083333,5,3.500187
-2.083333,5,3.502385
-2.083333,5,3.504601
-2.083333,5,3.506392
-2.083333,5,3.508478
-2.083333,5,3.510501
-2.083333,5,3.512294
-2.083333,5,3.514159
-2.083333,5,3.516056
-2.083333,5,3.517643
-2.083333,5,3.519528
-2.083333,5,3.543574
-2.083333,5,3.545682
-2.083333,5,3.54767
-2.083333,5,3.549715
-2.083333,5,3.551962
-2.083333,5,3.554073
